,Room,Time,Assoc,Auth
22,B004,1446863910,0,0
23,B004,1446864215,0,0
24,B004,1446864552,0,0
25,B004,1446864819,0,0
26,B004,1446865120,0,0
27,B004,1446865419,0,0
28,B004,1446865722,0,0
29,B004,1446866020,0,0
30,B004,1446866322,0,0
31,B004,1446866624,0,0
32,B004,1446866940,0,0
20,B004,1447752811,75,75
21,B004,1447753109,75,75
22,B004,1447753420,76,75
23,B004,1447753760,6,6
24,B004,1447754078,13,13
25,B004,1447754411,27,27
26,B004,1447754712,60,60
27,B004,1447754989,85,85
28,B004,1447755285,91,91
29,B004,1447755576,99,99
30,B004,1447755886,103,102
21,B004,1446978689,0,0
22,B004,1446978988,0,0
23,B004,1446979287,0,0
24,B004,1446979591,0,0
25,B004,1446979892,0,0
26,B004,1446980191,0,0
27,B004,1446980496,0,0
28,B004,1446980795,0,0
29,B004,1446981095,0,0
30,B004,1446981405,0,0
31,B004,1446981697,0,0
32,B004,1446981999,0,0
21,B003,1447497096,1,1
22,B003,1447497394,0,0
23,B003,1447497698,0,0
24,B003,1447498080,0,0
25,B003,1447498292,0,0
26,B003,1447498612,0,0
27,B003,1447498897,0,0
28,B003,1447499198,0,0
29,B003,1447499500,0,0
30,B003,1447499799,0,0
31,B003,1447500100,0,0
32,B003,1447500401,0,0
21,B002,1447428712,16,16
22,B002,1447429014,14,14
23,B002,1447429329,10,10
24,B002,1447429621,10,10
25,B002,1447429925,10,10
26,B002,1447430231,12,12
27,B002,1447430536,10,10
28,B002,1447430839,11,11
29,B002,1447431136,9,9
30,B002,1447431437,10,10
31,B002,1447431735,10,10
32,B002,1447432042,10,10
20,B002,1446528866,0,0
21,B002,1446529167,0,0
22,B002,1446529468,0,0
23,B002,1446529770,0,0
24,B002,1446530076,0,0
25,B002,1446530381,0,0
26,B002,1446530683,0,0
27,B002,1446530981,0,0
28,B002,1446531280,0,0
29,B002,1446531584,0,0
30,B002,1446531885,0,0
21,B003,1447468466,0,0
22,B003,1447468817,0,0
23,B003,1447469067,0,0
24,B003,1447469366,0,0
25,B003,1447469665,0,0
26,B003,1447469967,0,0
27,B003,1447470268,0,0
28,B003,1447470591,0,0
29,B003,1447470880,0,0
30,B003,1447471180,0,0
31,B003,1447471473,0,0
32,B003,1447471775,0,0
21,B003,1446521643,0,0
22,B003,1446521940,0,0
23,B003,1446522243,0,0
24,B003,1446522542,0,0
25,B003,1446522844,0,0
26,B003,1446523146,0,0
27,B003,1446523448,0,0
28,B003,1446523747,0,0
29,B003,1446524047,0,0
30,B003,1446524349,0,0
31,B003,1446524649,0,0
32,B003,1446524951,0,0
21,B004,1446615252,0,0
22,B004,1446615554,0,0
23,B004,1446615854,0,0
24,B004,1446616154,0,0
25,B004,1446616458,0,0
26,B004,1446616760,0,0
27,B004,1446617060,0,0
28,B004,1446617363,0,0
29,B004,1446617574,0,0
30,B004,1446617965,0,0
31,B004,1446618266,0,0
32,B004,1446618566,0,0
20,B002,1447392887,0,0
21,B002,1447393188,0,0
22,B002,1447393495,0,0
23,B002,1447393792,0,0
24,B002,1447394096,0,0
25,B002,1447394398,0,0
26,B002,1447394701,0,0
27,B002,1447395001,1,1
28,B002,1447395300,1,1
29,B002,1447395603,1,1
30,B002,1447395902,1,1
21,B002,1446939245,0,0
22,B002,1446939546,0,0
23,B002,1446939846,0,0
24,B002,1446940149,0,0
25,B002,1446940447,0,0
26,B002,1446940749,0,0
27,B002,1446941050,0,0
28,B002,1446941352,0,0
29,B002,1446941658,0,0
30,B002,1446941955,0,0
31,B002,1446942258,0,0
32,B002,1446942557,0,0
21,B004,1447529633,0,0
22,B004,1447529935,0,0
23,B004,1447530235,0,0
24,B004,1447530535,0,0
25,B004,1447530835,0,0
26,B004,1447531136,0,0
27,B004,1447531435,0,0
28,B004,1447531643,0,0
29,B004,1447532038,0,0
30,B004,1447532339,0,0
31,B004,1447532639,0,0
32,B004,1447532941,0,0
21,B004,1447425082,118,118
22,B004,1447425384,115,115
23,B004,1447425691,116,116
24,B004,1447425992,116,116
25,B004,1447426297,110,110
26,B004,1447426622,50,49
27,B004,1447426920,15,15
28,B004,1447427221,10,10
29,B004,1447427504,5,5
30,B004,1447427810,4,4
31,B004,1447428109,4,4
32,B004,1447428413,4,4
20,B003,1447475686,0,0
21,B003,1447475991,0,0
22,B003,1447476286,0,0
23,B003,1447476593,0,0
24,B003,1447476892,0,0
25,B003,1447477193,0,0
26,B003,1447477493,0,0
27,B003,1447477794,0,0
28,B003,1447478096,0,0
29,B003,1447478396,0,0
30,B003,1447478696,0,0
21,B004,1447076024,9,9
22,B004,1447076332,11,11
23,B004,1447076643,12,12
24,B004,1447076953,12,12
25,B004,1447077277,15,15
26,B004,1447077631,24,24
27,B004,1447077931,42,42
28,B004,1447078186,43,43
29,B004,1447078471,42,42
30,B004,1447078760,43,43
31,B004,1447079063,42,42
32,B004,1447079361,44,44
20,B003,1447414453,22,22
21,B003,1447414765,21,21
22,B003,1447415046,19,19
23,B003,1447415360,20,20
24,B003,1447415676,22,22
25,B003,1447416004,30,30
26,B003,1447416298,24,23
27,B003,1447416591,22,21
28,B003,1447416884,22,21
29,B003,1447417181,24,24
30,B003,1447417521,27,27
21,B004,1447486223,0,0
22,B004,1447486524,0,0
23,B004,1447486708,0,0
24,B004,1447487127,0,0
25,B004,1447487428,0,0
26,B004,1447487730,0,0
27,B004,1447488033,0,0
28,B004,1447488335,0,0
29,B004,1447488634,0,0
30,B004,1447488940,0,0
31,B004,1447489242,0,0
32,B004,1447489543,0,0
21,B003,1446759130,0,0
22,B003,1446759437,0,0
23,B003,1446759732,0,0
24,B003,1446760037,0,0
25,B003,1446760333,0,0
26,B003,1446760633,0,0
27,B003,1446760943,0,0
28,B003,1446761265,0,0
29,B003,1446761550,0,0
30,B003,1446761840,0,0
31,B003,1446762140,0,0
32,B003,1446762447,0,0
21,B004,1446734015,73,73
22,B004,1446734355,71,71
23,B004,1446734629,70,70
24,B004,1446734940,66,66
25,B004,1446735286,11,11
26,B004,1446735631,2,2
27,B004,1446735916,0,0
28,B004,1446736173,0,0
29,B004,1446736478,0,0
30,B004,1446736761,1,1
31,B004,1446737064,0,0
32,B004,1446737365,0,0
21,B002,1447399828,0,0
22,B002,1447400132,0,0
23,B002,1447400434,0,0
24,B002,1447400736,0,0
25,B002,1447401040,0,0
26,B002,1447401343,0,0
27,B002,1447401646,0,0
28,B002,1447401968,0,0
29,B002,1447402254,0,0
30,B002,1447402557,0,0
31,B002,1447402861,0,0
32,B002,1447403166,0,0
21,B003,1447216290,0,0
22,B003,1447216589,0,0
23,B003,1447216890,0,0
24,B003,1447217191,0,0
25,B003,1447217492,0,0
26,B003,1447217792,0,0
27,B003,1447218098,0,0
28,B003,1447218400,0,0
29,B003,1447218699,0,0
30,B003,1447219002,0,0
31,B003,1447219303,0,0
32,B003,1447219603,0,0
21,B003,1446957002,0,0
22,B003,1446957313,0,0
23,B003,1446957607,0,0
24,B003,1446957900,0,0
25,B003,1446958203,0,0
26,B003,1446958503,0,0
27,B003,1446958803,0,0
28,B003,1446959109,0,0
29,B003,1446959408,0,0
30,B003,1446959709,0,0
31,B003,1446960009,0,0
32,B003,1446960313,0,0
21,B003,1446809574,23,23
22,B003,1446809881,23,23
23,B003,1446810184,24,24
24,B003,1446810494,25,25
25,B003,1446810813,24,24
26,B003,1446811133,26,26
27,B003,1446811464,23,23
28,B003,1446811721,23,23
29,B003,1446812021,23,23
30,B003,1446812328,27,25
31,B003,1446812624,26,26
32,B003,1446812952,25,25
21,B004,1446665461,0,0
22,B004,1446665757,0,0
23,B004,1446666061,0,0
24,B004,1446666368,0,0
25,B004,1446666662,0,0
26,B004,1446666969,0,0
27,B004,1446667272,0,0
28,B004,1446667564,0,0
29,B004,1446667874,0,0
30,B004,1446668178,0,0
31,B004,1446668476,1,1
32,B004,1446668775,0,0
20,B002,1447461242,0,0
21,B002,1447461541,0,0
22,B002,1447461851,0,0
23,B002,1447462147,0,0
24,B002,1447462457,0,0
25,B002,1447462987,0,0
26,B002,1447463362,0,0
27,B002,1447463654,0,0
28,B002,1447463951,0,0
29,B002,1447464250,0,0
30,B002,1447464551,0,0
21,B002,1447288316,0,0
22,B002,1447288557,0,0
23,B002,1447288887,0,0
24,B002,1447289149,0,0
25,B002,1447289474,0,0
26,B002,1447289754,0,0
27,B002,1447290051,0,0
28,B002,1447290360,0,0
29,B002,1447290651,0,0
30,B002,1447290957,0,0
31,B002,1447291254,0,0
32,B002,1447291555,0,0
21,B002,1447590717,0,0
22,B002,1447591018,0,0
23,B002,1447591318,0,0
24,B002,1447591620,0,0
25,B002,1447591919,0,0
26,B002,1447592220,0,0
27,B002,1447592522,0,0
28,B002,1447592823,0,0
29,B002,1447593126,0,0
30,B002,1447593425,0,0
31,B002,1447593727,0,0
32,B002,1447594028,1,1
21,B004,1447493471,0,0
22,B004,1447493773,0,0
23,B004,1447494074,0,0
24,B004,1447494378,0,0
25,B004,1447494679,0,0
26,B004,1447494981,0,0
27,B004,1447495282,0,0
28,B004,1447495590,0,0
29,B004,1447495896,0,0
30,B004,1447496192,0,0
31,B004,1447496492,0,0
32,B004,1447496792,0,0
21,B003,1447454011,0,0
22,B003,1447454309,0,0
23,B003,1447454612,0,0
24,B003,1447454940,0,0
25,B003,1447455231,0,0
26,B003,1447455518,0,0
27,B003,1447455819,0,0
28,B003,1447456115,0,0
29,B003,1447456418,0,0
30,B003,1447456717,0,0
31,B003,1447457019,0,0
32,B003,1447457201,0,0
21,B002,1447299084,0,0
22,B002,1447299319,0,0
23,B002,1447299687,0,0
24,B002,1447299987,0,0
25,B002,1447300287,0,0
26,B002,1447300589,0,0
27,B002,1447300890,0,0
28,B002,1447301190,0,0
29,B002,1447301493,0,0
30,B002,1447301792,0,0
31,B002,1447302092,0,0
32,B002,1447302412,0,0
21,B004,1447241490,54,54
22,B004,1447241803,52,52
23,B004,1447242107,56,56
24,B004,1447242417,55,55
25,B004,1447242734,60,59
26,B004,1447243093,46,45
27,B004,1447243391,48,48
28,B004,1447243680,67,67
29,B004,1447243956,71,70
30,B004,1447244253,71,71
31,B004,1447244549,69,69
32,B004,1447244863,69,69
21,B004,1446834700,0,0
22,B004,1446835006,0,0
23,B004,1446835311,0,0
24,B004,1446835601,0,0
25,B004,1446835905,0,0
26,B004,1446836215,0,0
27,B004,1446836506,0,0
28,B004,1446836806,0,0
29,B004,1446837104,0,0
30,B004,1446837406,0,0
31,B004,1446837704,0,0
32,B004,1446838006,0,0
21,B004,1446982298,0,0
22,B004,1446982602,0,0
23,B004,1446982901,0,0
24,B004,1446983205,0,0
25,B004,1446983505,0,0
26,B004,1446983807,0,0
27,B004,1446984113,0,0
28,B004,1446984415,0,0
29,B004,1446984716,0,0
30,B004,1446985016,0,0
31,B004,1446985317,0,0
32,B004,1446985617,0,0
20,B003,1446953689,0,0
21,B003,1446953989,0,0
22,B003,1446954288,0,0
23,B003,1446954591,0,0
24,B003,1446954892,0,0
25,B003,1446955287,0,0
26,B003,1446955496,0,0
27,B003,1446955795,0,0
28,B003,1446956097,0,0
29,B003,1446956402,0,0
30,B003,1446956698,0,0
21,B002,1447043453,0,0
22,B002,1447043752,0,0
23,B002,1447044054,0,0
24,B002,1447044355,0,0
25,B002,1447044656,0,0
26,B002,1447044957,0,0
27,B002,1447045258,0,0
28,B002,1447045557,0,0
29,B002,1447045860,0,0
30,B002,1447046159,0,0
31,B002,1447046460,0,0
32,B002,1447046762,0,0
21,B004,1447662744,5,5
22,B004,1447663054,5,5
23,B004,1447663358,5,5
24,B004,1447663673,8,8
25,B004,1447663993,9,9
26,B004,1447664303,15,15
27,B004,1447664620,17,17
28,B004,1447664912,17,17
29,B004,1447665196,18,18
30,B004,1447665496,20,20
31,B004,1447665794,21,21
32,B004,1447666112,24,24
21,B002,1447342287,68,68
22,B002,1447342590,62,62
23,B002,1447342891,63,63
24,B002,1447343218,64,63
25,B002,1447343512,64,64
26,B002,1447343838,60,60
27,B002,1447344166,58,58
28,B002,1447344476,60,60
29,B002,1447344741,63,63
30,B002,1447345036,62,62
31,B002,1447345333,53,53
32,B002,1447345631,51,51
21,B002,1447281294,0,0
22,B002,1447281610,0,0
23,B002,1447281914,0,0
24,B002,1447282209,0,0
25,B002,1447282509,0,0
26,B002,1447282813,0,0
27,B002,1447283111,0,0
28,B002,1447283410,0,0
29,B002,1447283713,0,0
30,B002,1447284009,0,0
31,B002,1447284314,0,0
32,B002,1447284564,0,0
20,B004,1446651225,1,1
21,B004,1446651529,1,1
22,B004,1446651842,1,1
23,B004,1446652154,1,1
24,B004,1446652490,2,2
25,B004,1446652814,2,2
26,B004,1446653138,1,1
27,B004,1446653391,0,0
28,B004,1446653682,0,0
29,B004,1446653974,1,1
30,B004,1446654269,1,1
20,B003,1447713237,0,0
21,B003,1447713536,0,0
22,B003,1447713840,0,0
23,B003,1447714142,0,0
24,B003,1447714445,0,0
25,B003,1447714748,0,0
26,B003,1447715048,0,0
27,B003,1447715346,0,0
28,B003,1447715650,0,0
29,B003,1447715954,0,0
30,B003,1447716250,0,0
21,B002,1446734015,30,30
22,B002,1446734355,26,26
23,B002,1446734629,26,26
24,B002,1446734940,31,31
25,B002,1446735286,38,38
26,B002,1446735631,47,47
27,B002,1446735916,49,48
28,B002,1446736173,48,47
29,B002,1446736478,46,46
30,B002,1446736761,45,45
31,B002,1446737064,48,48
32,B002,1446737365,51,51
20,B003,1446550393,64,63
21,B003,1446550838,66,64
22,B003,1446551106,67,66
23,B003,1446551425,71,70
24,B003,1446551767,64,63
25,B003,1446552083,44,43
26,B003,1446552390,22,20
27,B003,1446552667,17,16
28,B003,1446552955,20,20
29,B003,1446553257,20,19
30,B003,1446553558,20,20
20,B004,1447079671,43,43
21,B004,1447079978,43,43
22,B004,1447080302,45,45
23,B004,1447080613,45,45
24,B004,1447080949,44,44
25,B004,1447081275,29,29
26,B004,1447081573,52,52
27,B004,1447081854,66,66
28,B004,1447082124,74,74
29,B004,1447082431,75,75
30,B004,1447082737,79,79
20,B003,1447018484,0,0
21,B003,1447018768,0,0
22,B003,1447019069,0,0
23,B003,1447019371,0,0
24,B003,1447019671,0,0
25,B003,1447019976,0,0
26,B003,1447020272,0,0
27,B003,1447020575,0,0
28,B003,1447020882,0,0
29,B003,1447021183,0,0
30,B003,1447021481,0,0
21,B004,1447259519,2,2
22,B004,1447259827,2,2
23,B004,1447260130,2,2
24,B004,1447260439,2,2
25,B004,1447260753,2,2
26,B004,1447261089,2,2
27,B004,1447261377,2,2
28,B004,1447261701,2,2
29,B004,1447261983,2,2
30,B004,1447262266,2,2
31,B004,1447262570,2,2
32,B004,1447262865,2,2
21,B004,1447554606,0,0
22,B004,1447554907,0,0
23,B004,1447555207,0,0
24,B004,1447555577,0,0
25,B004,1447555815,0,0
26,B004,1447556113,0,0
27,B004,1447556409,0,0
28,B004,1447556710,0,0
29,B004,1447557011,0,0
30,B004,1447557310,0,0
31,B004,1447557612,0,0
32,B004,1447557913,0,0
20,B004,1446618869,0,0
21,B004,1446619171,0,0
22,B004,1446619472,0,0
23,B004,1446619773,0,0
24,B004,1446620075,0,0
25,B004,1446620377,0,0
26,B004,1446620681,0,0
27,B004,1446620982,0,0
28,B004,1446621283,0,0
29,B004,1446621588,0,0
30,B004,1446621891,0,0
21,B003,1446586355,0,0
22,B003,1446586645,0,0
23,B003,1446586944,0,0
24,B003,1446587246,0,0
25,B003,1446587547,0,0
26,B003,1446587848,0,0
27,B003,1446588149,0,0
28,B003,1446588455,0,0
29,B003,1446588759,0,0
30,B003,1446589060,0,0
31,B003,1446589358,0,0
32,B003,1446589661,0,0
21,B003,1446769973,0,0
22,B003,1446770273,0,0
23,B003,1446770579,0,0
24,B003,1446771009,0,0
25,B003,1446771189,0,0
26,B003,1446771485,0,0
27,B003,1446771781,0,0
28,B003,1446772085,0,0
29,B003,1446772382,0,0
30,B003,1446772682,0,0
31,B003,1446772979,0,0
32,B003,1446773281,0,0
21,B004,1446658215,0,0
22,B004,1446658519,0,0
23,B004,1446658832,0,0
24,B004,1446659127,0,0
25,B004,1446659436,0,0
26,B004,1446659739,0,0
27,B004,1446660053,0,0
28,B004,1446660367,0,0
29,B004,1446660644,0,0
30,B004,1446660940,0,0
31,B004,1446661239,0,0
32,B004,1446661537,0,0
21,B003,1446982298,0,0
22,B003,1446982602,0,0
23,B003,1446982901,0,0
24,B003,1446983205,0,0
25,B003,1446983505,0,0
26,B003,1446983807,0,0
27,B003,1446984113,0,0
28,B003,1446984415,0,0
29,B003,1446984716,0,0
30,B003,1446985016,0,0
31,B003,1446985317,0,0
32,B003,1446985617,0,0
20,B003,1446564889,17,17
21,B003,1446565192,16,16
22,B003,1446565401,16,16
23,B003,1446565839,16,16
24,B003,1446566140,13,13
25,B003,1446566449,12,12
26,B003,1446566749,12,12
27,B003,1446567053,11,11
28,B003,1446567324,11,11
29,B003,1446567635,10,10
30,B003,1446567926,9,9
20,B002,1446618869,0,0
21,B002,1446619171,1,1
22,B002,1446619472,1,1
23,B002,1446619773,1,1
24,B002,1446620075,0,0
25,B002,1446620377,0,0
26,B002,1446620681,0,0
27,B002,1446620982,0,0
28,B002,1446621283,0,0
29,B002,1446621588,0,0
30,B002,1446621891,0,0
21,B003,1447324249,6,6
22,B003,1447324567,4,4
23,B003,1447324869,3,3
24,B003,1447325183,3,3
25,B003,1447325498,4,4
26,B003,1447325852,1,1
27,B003,1447326185,1,1
28,B003,1447326483,5,5
29,B003,1447326729,5,5
30,B003,1447327027,7,7
31,B003,1447327325,9,9
32,B003,1447327621,14,14
21,B004,1447342287,0,0
22,B004,1447342590,0,0
23,B004,1447342891,2,2
24,B004,1447343218,2,2
25,B004,1447343512,4,4
26,B004,1447343838,6,6
27,B004,1447344166,28,27
28,B004,1447344476,53,53
29,B004,1447344741,56,56
30,B004,1447345036,57,57
31,B004,1447345333,57,57
32,B004,1447345631,58,58
20,B004,1447551295,0,0
21,B004,1447551616,0,0
22,B004,1447551896,0,0
23,B004,1447552199,0,0
24,B004,1447552499,0,0
25,B004,1447552801,0,0
26,B004,1447553105,0,0
27,B004,1447553401,0,0
28,B004,1447553702,0,0
29,B004,1447554035,0,0
30,B004,1447554306,0,0
21,B003,1447500706,0,0
22,B003,1447501005,0,0
23,B003,1447501303,0,0
24,B003,1447501608,0,0
25,B003,1447501801,0,0
26,B003,1447502209,0,0
27,B003,1447502512,0,0
28,B003,1447502810,0,0
29,B003,1447503133,0,0
30,B003,1447503447,0,0
31,B003,1447503724,0,0
32,B003,1447504053,0,0
20,B002,1446795270,0,0
21,B002,1446795571,0,0
22,B002,1446795872,0,0
23,B002,1446796174,0,0
24,B002,1446796474,0,0
25,B002,1446796780,0,0
26,B002,1446797088,0,0
27,B002,1446797386,0,0
28,B002,1446797697,0,0
29,B002,1446797998,1,1
30,B002,1446798305,1,1
21,B002,1447191223,0,0
22,B002,1447191524,0,0
23,B002,1447191824,0,0
24,B002,1447192123,0,0
25,B002,1447192422,0,0
26,B002,1447192726,0,0
27,B002,1447193030,0,0
28,B002,1447193333,0,0
29,B002,1447193636,0,0
30,B002,1447193959,0,0
31,B002,1447194277,0,0
32,B002,1447194567,0,0
20,B004,1447666417,25,25
21,B004,1447666727,24,24
22,B004,1447667031,24,24
23,B004,1447667343,24,24
24,B004,1447667670,25,24
25,B004,1447667991,5,5
26,B004,1447668302,1,1
27,B004,1447668576,1,1
28,B004,1447668870,1,1
29,B004,1447669167,2,2
30,B004,1447669487,2,2
23,B002,1446499942,0,0
24,B002,1446500241,0,0
25,B002,1446500548,0,0
26,B002,1446500849,0,0
27,B002,1446501146,0,0
28,B002,1446501447,0,0
29,B002,1446501647,0,0
30,B002,1446501986,0,0
31,B002,1446502182,0,0
32,B002,1446502384,0,0
33,B002,1446502564,0,0
34,B002,1446502846,0,0
35,B002,1446503028,0,0
36,B002,1446503262,0,0
23,B003,1446499942,0,0
24,B003,1446500241,0,0
25,B003,1446500548,0,0
26,B003,1446500849,0,0
27,B003,1446501146,0,0
28,B003,1446501447,0,0
29,B003,1446501647,0,0
30,B003,1446501986,0,0
31,B003,1446502182,0,0
32,B003,1446502384,0,0
33,B003,1446502564,0,0
34,B003,1446502846,0,0
35,B003,1446503028,0,0
36,B003,1446503262,0,0
21,B003,1446802264,25,25
22,B003,1446802570,29,29
23,B003,1446802869,33,33
24,B003,1446803183,36,35
25,B003,1446803493,35,35
26,B003,1446803818,38,38
27,B003,1446804144,39,39
28,B003,1446804428,40,40
29,B003,1446804707,42,42
30,B003,1446805004,46,46
31,B003,1446805303,44,44
32,B003,1446805605,43,43
21,B004,1446921199,0,0
22,B004,1446921498,0,0
23,B004,1446921803,0,0
24,B004,1446922101,0,0
25,B004,1446922399,0,0
26,B004,1446922703,0,0
27,B004,1446923006,0,0
28,B004,1446923305,0,0
29,B004,1446923605,0,0
30,B004,1446923905,0,0
31,B004,1446924205,0,0
32,B004,1446924508,0,0
21,B003,1446917593,0,0
22,B003,1446917894,0,0
23,B003,1446918105,0,0
24,B003,1446918494,0,0
25,B003,1446918797,0,0
26,B003,1446919096,0,0
27,B003,1446919397,0,0
28,B003,1446919696,0,0
29,B003,1446919999,0,0
30,B003,1446920299,0,0
31,B003,1446920598,0,0
32,B003,1446920900,0,0
21,B002,1447601566,0,0
22,B002,1447601870,0,0
23,B002,1447602169,0,0
24,B002,1447602470,0,0
25,B002,1447602771,0,0
26,B002,1447603071,0,0
27,B002,1447603371,0,0
28,B002,1447603674,0,0
29,B002,1447603976,0,0
30,B002,1447604276,0,0
31,B002,1447604573,0,0
32,B002,1447604878,0,0
21,B004,1447749146,0,0
22,B004,1447749450,0,0
23,B004,1447749763,3,3
24,B004,1447750077,8,7
25,B004,1447750389,10,9
26,B004,1447750708,23,22
27,B004,1447751014,45,43
28,B004,1447751318,59,59
29,B004,1447751601,69,69
30,B004,1447751898,72,72
31,B004,1447752205,72,72
32,B004,1447752503,72,72
21,B003,1447536848,0,0
22,B003,1447537147,0,0
23,B003,1447537449,0,0
24,B003,1447537749,0,0
25,B003,1447538051,0,0
26,B003,1447538352,0,0
27,B003,1447538653,0,0
28,B003,1447538954,0,0
29,B003,1447539257,0,0
30,B003,1447539459,0,0
31,B003,1447539859,0,0
32,B003,1447540161,0,0
21,B003,1446805912,47,47
22,B003,1446806170,47,47
23,B003,1446806559,53,53
24,B003,1446806836,53,53
25,B003,1446807151,53,53
26,B003,1446807503,45,45
27,B003,1446807819,37,37
28,B003,1446808085,23,23
29,B003,1446808373,24,24
30,B003,1446808664,25,25
31,B003,1446808961,23,23
32,B003,1446809275,24,24
21,B003,1447126200,0,0
22,B003,1447126501,0,0
23,B003,1447126802,0,0
24,B003,1447127103,0,0
25,B003,1447127426,0,0
26,B003,1447127706,0,0
27,B003,1447128008,0,0
28,B003,1447128308,0,0
29,B003,1447128613,0,0
30,B003,1447128914,0,0
31,B003,1447129210,0,0
32,B003,1447129512,0,0
21,B002,1447450393,0,0
22,B002,1447450691,0,0
23,B002,1447450992,0,0
24,B002,1447451296,0,0
25,B002,1447451593,0,0
26,B002,1447451895,0,0
27,B002,1447452200,0,0
28,B002,1447452502,0,0
29,B002,1447452809,0,0
30,B002,1447453107,0,0
31,B002,1447453407,0,0
32,B002,1447453708,0,0
21,B002,1447090337,55,55
22,B002,1447090635,59,59
23,B002,1447090932,59,58
24,B002,1447091234,42,42
25,B002,1447091541,40,40
26,B002,1447091847,35,35
27,B002,1447092161,30,30
28,B002,1447092454,29,29
29,B002,1447092749,27,27
30,B002,1447093042,21,21
31,B002,1447093346,13,13
32,B002,1447093648,5,5
20,B002,1447320889,4,4
21,B002,1447321189,4,4
22,B002,1447321511,6,6
23,B002,1447321817,9,9
24,B002,1447322157,14,13
25,B002,1447322486,17,17
26,B002,1447322799,24,24
27,B002,1447323055,28,28
28,B002,1447323351,28,28
29,B002,1447323646,25,25
30,B002,1447323957,26,26
19,B002,1446636855,9,9
20,B002,1446637158,8,8
21,B002,1446637460,9,9
22,B002,1446637772,9,9
23,B002,1446638107,14,14
24,B002,1446638451,23,23
25,B002,1446638771,23,22
26,B002,1446639029,30,30
27,B002,1446639315,35,35
28,B002,1446639805,34,34
21,B004,1446791642,0,0
22,B004,1446791942,0,0
23,B004,1446792243,0,0
24,B004,1446792546,0,0
25,B004,1446792844,0,0
26,B004,1446793148,0,0
27,B004,1446793451,0,0
28,B004,1446793750,0,0
29,B004,1446794062,0,0
30,B004,1446794362,0,0
31,B004,1446794663,0,0
32,B004,1446794967,0,0
21,B003,1447594329,0,0
22,B003,1447594639,0,0
23,B003,1447594935,0,0
24,B003,1447595235,0,0
25,B003,1447595538,0,0
26,B003,1447595839,0,0
27,B003,1447596138,0,0
28,B003,1447596439,0,0
29,B003,1447596742,0,0
30,B003,1447597041,0,0
31,B003,1447597353,0,0
32,B003,1447597646,0,0
21,B002,1446762761,0,0
22,B002,1446763042,0,0
23,B002,1446763350,0,0
24,B002,1446763648,0,0
25,B002,1446763957,0,0
26,B002,1446764252,0,0
27,B002,1446764550,0,0
28,B002,1446764848,0,0
29,B002,1446765149,0,0
30,B002,1446765451,0,0
31,B002,1446765754,0,0
32,B002,1446766054,0,0
21,B004,1446957002,0,0
22,B004,1446957313,0,0
23,B004,1446957607,0,0
24,B004,1446957900,0,0
25,B004,1446958203,0,0
26,B004,1446958503,0,0
27,B004,1446958803,0,0
28,B004,1446959109,0,0
29,B004,1446959408,0,0
30,B004,1446959709,0,0
31,B004,1446960009,0,0
32,B004,1446960313,0,0
20,B002,1446737668,52,52
21,B002,1446737979,55,55
22,B002,1446738295,55,55
23,B002,1446738592,48,48
24,B002,1446738925,48,48
25,B002,1446739246,46,46
26,B002,1446739561,48,48
27,B002,1446739840,44,44
28,B002,1446740120,43,43
29,B002,1446740416,42,42
30,B002,1446740719,33,33
21,B003,1446870841,0,0
22,B003,1446871142,0,0
23,B003,1446871443,0,0
24,B003,1446871742,0,0
25,B003,1446872048,0,0
26,B003,1446872344,0,0
27,B003,1446872648,0,0
28,B003,1446872947,0,0
29,B003,1446873206,0,0
30,B003,1446873546,0,0
31,B003,1446873849,0,0
32,B003,1446874150,0,0
21,B004,1446589965,0,0
22,B004,1446590258,0,0
23,B004,1446590578,0,0
24,B004,1446590875,0,0
25,B004,1446591174,0,0
26,B004,1446591476,0,0
27,B004,1446591778,0,0
28,B004,1446592073,0,0
29,B004,1446592373,0,0
30,B004,1446592670,0,0
31,B004,1446592975,0,0
32,B004,1446593280,0,0
20,B003,1446795270,0,0
21,B003,1446795571,0,0
22,B003,1446795872,0,0
23,B003,1446796174,0,0
24,B003,1446796474,0,0
25,B003,1446796780,0,0
26,B003,1446797088,0,0
27,B003,1446797386,0,0
28,B003,1446797697,2,2
29,B003,1446797998,3,2
30,B003,1446798305,3,3
21,B003,1446582726,0,0
22,B003,1446583026,0,0
23,B003,1446583333,0,0
24,B003,1446583626,0,0
25,B003,1446583930,0,0
26,B003,1446584234,0,0
27,B003,1446584533,0,0
28,B003,1446584835,0,0
29,B003,1446585138,0,0
30,B003,1446585436,0,0
31,B003,1446585740,0,0
32,B003,1446586041,0,0
20,B004,1447367689,0,0
21,B004,1447367990,0,0
22,B004,1447368291,0,0
23,B004,1447368590,0,0
24,B004,1447368898,0,0
25,B004,1447369193,0,0
26,B004,1447369490,0,0
27,B004,1447369797,0,0
28,B004,1447370169,0,0
29,B004,1447370506,0,0
30,B004,1447370801,0,0
20,B003,1447065285,40,40
21,B003,1447065603,43,43
22,B003,1447065997,38,38
23,B003,1447066265,40,40
24,B003,1447066588,36,36
25,B003,1447066792,36,36
26,B003,1447067259,14,14
27,B003,1447067456,21,21
28,B003,1447067752,24,24
29,B003,1447068040,30,30
30,B003,1447068346,36,36
